issue_type,candidate_id,source,google_id,source_id,human_label,predicted_label,score,detail
er_misclassification,ChIJnyLl4MPBhkcRBeZjvaozqns:833887,thefork,ChIJnyLl4MPBhkcRBeZjvaozqns,833887,MATCH,UNCERTAIN,0.9064215472621304,Predicted label disagrees with strict human label.
er_misclassification,ChIJZei3VkjAhkcRsmm4zLQFEF0:821705,thefork,ChIJZei3VkjAhkcRsmm4zLQFEF0,821705,MATCH,UNCERTAIN,0.939759516968185,Predicted label disagrees with strict human label.
er_misclassification,ChIJGf_1j0DBhkcRLdYET604ABI:826264,thefork,ChIJGf_1j0DBhkcRLdYET604ABI,826264,NON_MATCH,UNCERTAIN,0.7653321679946062,Predicted label disagrees with strict human label.
er_misclassification,ChIJc-noDeHBhkcRSQr4az6BPQo:508365,thefork,ChIJc-noDeHBhkcRSQr4az6BPQo,508365,NON_MATCH,UNCERTAIN,0.918125145286338,Predicted label disagrees with strict human label.
er_misclassification,ChIJMfKmcHLBhkcRD8vzlwZoyQM:464519,thefork,ChIJMfKmcHLBhkcRD8vzlwZoyQM,464519,NON_MATCH,UNCERTAIN,0.7602909712626914,Predicted label disagrees with strict human label.
er_misclassification,ChIJ6WCAm7nrhkcRI8mS4MCxT8s:823893,thefork,ChIJ6WCAm7nrhkcRI8mS4MCxT8s,823893,NON_MATCH,UNCERTAIN,0.7798876961968585,Predicted label disagrees with strict human label.
er_misclassification,ChIJ0QonyLLFhkcRmu8TUvTzQXU:584359,thefork,ChIJ0QonyLLFhkcRmu8TUvTzQXU,584359,MATCH,UNCERTAIN,0.8884481285519513,Predicted label disagrees with strict human label.
er_misclassification,ChIJh2MHeQTEhkcRfV_H2lJPLX4:848643,thefork,ChIJh2MHeQTEhkcRfV_H2lJPLX4,848643,MATCH,UNCERTAIN,0.8860244888450254,Predicted label disagrees with strict human label.
er_misclassification,ChIJxXdKcBnFhkcRGlkvrjwP1eQ:859135,thefork,ChIJxXdKcBnFhkcRGlkvrjwP1eQ,859135,MATCH,UNCERTAIN,0.8989404396765096,Predicted label disagrees with strict human label.
er_misclassification,ChIJ95anbiPEhkcRDGcIaJ-HIHs:304529,thefork,ChIJ95anbiPEhkcRDGcIaJ-HIHs,304529,MATCH,UNCERTAIN,0.861111111110558,Predicted label disagrees with strict human label.
er_misclassification,ChIJ-TEbaGPHhkcR0OE46fUQz2U:821225,thefork,ChIJ-TEbaGPHhkcR0OE46fUQz2U,821225,MATCH,UNCERTAIN,0.8813272232889997,Predicted label disagrees with strict human label.
er_misclassification,ChIJhWA-T-_DhkcRl1cvu2NqpHQ:828349,thefork,ChIJhWA-T-_DhkcRl1cvu2NqpHQ,828349,MATCH,UNCERTAIN,0.92806251689619,Predicted label disagrees with strict human label.
er_misclassification,ChIJZzjvWcPrhkcR3Wb1g9a0tzQ:813417,thefork,ChIJZzjvWcPrhkcR3Wb1g9a0tzQ,813417,NON_MATCH,UNCERTAIN,0.8735559462647613,Predicted label disagrees with strict human label.
er_misclassification,ChIJraR1sFTrhkcREBrnBlL2pLA:823893,thefork,ChIJraR1sFTrhkcREBrnBlL2pLA,823893,NON_MATCH,UNCERTAIN,0.8737988043753556,Predicted label disagrees with strict human label.
er_misclassification,ChIJLXfv_nXDhkcRwqq4QKWpzCI:833520,thefork,ChIJLXfv_nXDhkcRwqq4QKWpzCI,833520,NON_MATCH,UNCERTAIN,0.8604884564789639,Predicted label disagrees with strict human label.
er_misclassification,ChIJuVJkdKvHhkcRaj51e-DIhrE:429075,thefork,ChIJuVJkdKvHhkcRaj51e-DIhrE,429075,MATCH,UNCERTAIN,0.8841097237891447,Predicted label disagrees with strict human label.
er_misclassification,ChIJ2f7ZRDnHhkcR2M2f90mfYTI:815071,thefork,ChIJ2f7ZRDnHhkcR2M2f90mfYTI,815071,MATCH,UNCERTAIN,0.9296644112779029,Predicted label disagrees with strict human label.
er_misclassification,ChIJB3c0_QnFhkcRQWwm9Zj-l_4:842640,thefork,ChIJB3c0_QnFhkcRQWwm9Zj-l_4,842640,MATCH,UNCERTAIN,0.9370353488576416,Predicted label disagrees with strict human label.
er_misclassification,ChIJF7-0e7zrhkcRB1rcpckvPnQ:813417,thefork,ChIJF7-0e7zrhkcRB1rcpckvPnQ,813417,NON_MATCH,UNCERTAIN,0.7662235896874824,Predicted label disagrees with strict human label.
er_misclassification,ChIJeb-gtl3BhkcRRLdU5bdU6is:50468,thefork,ChIJeb-gtl3BhkcRRLdU5bdU6is,50468,MATCH,UNCERTAIN,0.8667598553693583,Predicted label disagrees with strict human label.
er_misclassification,ChIJc_M77E_HhkcR3M27whcAfQA:850782,thefork,ChIJc_M77E_HhkcR3M27whcAfQA,850782,NON_MATCH,UNCERTAIN,0.7852522632833241,Predicted label disagrees with strict human label.
er_misclassification,ChIJxYEPv-vGhkcRZXG_Puo98Vo:77499,thefork,ChIJxYEPv-vGhkcRZXG_Puo98Vo,77499,MATCH,UNCERTAIN,0.8829322593488301,Predicted label disagrees with strict human label.
er_misclassification,ChIJ6a9V1ehw1ooREbf1WwM9Tmk:841537,thefork,ChIJ6a9V1ehw1ooREbf1WwM9Tmk,841537,NON_MATCH,UNCERTAIN,0.8823174562091699,Predicted label disagrees with strict human label.
er_misclassification,ChIJOSrcUxbBhkcR_7aLVP3CIU0:836714,thefork,ChIJOSrcUxbBhkcR_7aLVP3CIU0,836714,NON_MATCH,UNCERTAIN,0.8805892136329644,Predicted label disagrees with strict human label.
er_misclassification,ChIJD6_AGgfEhkcR98PgBU9iow4:850417,thefork,ChIJD6_AGgfEhkcR98PgBU9iow4,850417,MATCH,UNCERTAIN,0.9154486622303093,Predicted label disagrees with strict human label.
er_misclassification,ChIJxxmL_L_FhkcRc1G1tY6fh_o:857895,thefork,ChIJxxmL_L_FhkcRc1G1tY6fh_o,857895,MATCH,UNCERTAIN,0.8636363636363635,Predicted label disagrees with strict human label.
er_misclassification,ChIJ061XRvHDhkcRCpsLGCtSGNE:685363,thefork,ChIJ061XRvHDhkcRCpsLGCtSGNE,685363,NON_MATCH,UNCERTAIN,0.9059471858036942,Predicted label disagrees with strict human label.
er_misclassification,ChIJ4T2b27TGhkcRIeLPX1RC6XY:54607,thefork,ChIJ4T2b27TGhkcRIeLPX1RC6XY,54607,MATCH,UNCERTAIN,0.9368908610990152,Predicted label disagrees with strict human label.
er_misclassification,ChIJ2e9EQ_THhkcRw9sLtqrrUkA:809921,thefork,ChIJ2e9EQ_THhkcRw9sLtqrrUkA,809921,NON_MATCH,UNCERTAIN,0.7779288295811476,Predicted label disagrees with strict human label.
er_misclassification,ChIJfTdfjtPrhkcR1letVuypyGI:853228,thefork,ChIJfTdfjtPrhkcR1letVuypyGI,853228,NON_MATCH,UNCERTAIN,0.7604177294491838,Predicted label disagrees with strict human label.
er_misclassification,ChIJxfPJUjXBhkcRZlbXvYS3818:638529,thefork,ChIJxfPJUjXBhkcRZlbXvYS3818,638529,MATCH,UNCERTAIN,0.9288760394329938,Predicted label disagrees with strict human label.
er_misclassification,ChIJfapG__zDhkcRCdfgZIc70is:855185,thefork,ChIJfapG__zDhkcRCdfgZIc70is,855185,MATCH,UNCERTAIN,0.923945411211639,Predicted label disagrees with strict human label.
er_misclassification,ChIJyU8ilxbBhkcRFxE0QjlnLq0:67999,thefork,ChIJyU8ilxbBhkcRFxE0QjlnLq0,67999,MATCH,UNCERTAIN,0.8980809316484394,Predicted label disagrees with strict human label.
er_misclassification,ChIJ6bqEKtTGhkcRSOyLAKIni8Y:54470,thefork,ChIJ6bqEKtTGhkcRSOyLAKIni8Y,54470,MATCH,UNCERTAIN,0.9046736110803916,Predicted label disagrees with strict human label.
er_misclassification,ChIJST3uPgDBhkcRV8BDm_8zCwU:862549,thefork,ChIJST3uPgDBhkcRV8BDm_8zCwU,862549,MATCH,UNCERTAIN,0.8610484098050278,Predicted label disagrees with strict human label.
er_misclassification,ChIJ8dYqIY3GhkcRwN8W_yv0J48:820307,thefork,ChIJ8dYqIY3GhkcRwN8W_yv0J48,820307,MATCH,UNCERTAIN,0.9043703774623678,Predicted label disagrees with strict human label.
er_misclassification,ChIJuUkuckvBhkcRgQN_4bkxwZ4:821392,thefork,ChIJuUkuckvBhkcRgQN_4bkxwZ4,821392,MATCH,UNCERTAIN,0.9335157864024802,Predicted label disagrees with strict human label.
er_misclassification,ChIJXeghR6nHhkcRjutJewi3Ra4:685355,thefork,ChIJXeghR6nHhkcRjutJewi3Ra4,685355,MATCH,UNCERTAIN,0.8646164160010216,Predicted label disagrees with strict human label.
er_misclassification,ChIJwXE9IoLDhkcRYA2rjFUQ7L0:691713,thefork,ChIJwXE9IoLDhkcRYA2rjFUQ7L0,691713,NON_MATCH,UNCERTAIN,0.7606615719560512,Predicted label disagrees with strict human label.
er_misclassification,ChIJE-8nk6vGhkcRgu7OZZVUyrU:561161,thefork,ChIJE-8nk6vGhkcRgu7OZZVUyrU,561161,NON_MATCH,UNCERTAIN,0.8663087513448864,Predicted label disagrees with strict human label.
er_misclassification,ChIJ5eagMVrHhkcRzGXMWvxv52w:584253,thefork,ChIJ5eagMVrHhkcRzGXMWvxv52w,584253,MATCH,UNCERTAIN,0.8896628592760507,Predicted label disagrees with strict human label.
er_misclassification,ChIJK1SXDkfrhkcRnhfSjzvwAcU:850762,thefork,ChIJK1SXDkfrhkcRnhfSjzvwAcU,850762,NON_MATCH,UNCERTAIN,0.8303677276509606,Predicted label disagrees with strict human label.
er_misclassification,ChIJqUSIcyDBhkcR7BNeP-FAZLA:825806,thefork,ChIJqUSIcyDBhkcR7BNeP-FAZLA,825806,MATCH,UNCERTAIN,0.8999999999994469,Predicted label disagrees with strict human label.
er_misclassification,ChIJu3OVytLGhkcRrNmd4jIAKsU:849583,thefork,ChIJu3OVytLGhkcRrNmd4jIAKsU,849583,MATCH,UNCERTAIN,0.9,Predicted label disagrees with strict human label.
er_misclassification,ChIJPYmO9a_GhkcRrHJnQ7fxSzw:339097,thefork,ChIJPYmO9a_GhkcRrHJnQ7fxSzw,339097,MATCH,UNCERTAIN,0.8856756489027287,Predicted label disagrees with strict human label.
er_misclassification,ChIJn2AAHw7HhkcRLH_F3DK7QA8:15238823,tripadvisor,ChIJn2AAHw7HhkcRLH_F3DK7QA8,15238823,NON_MATCH,MATCH,0.6462841575827445,Predicted label disagrees with strict human label.
er_misclassification,ChIJi8MAKoHDhkcRLmDWRPVVVzA:2299203,tripadvisor,ChIJi8MAKoHDhkcRLmDWRPVVVzA,2299203,NON_MATCH,MATCH,0.6411763329480566,Predicted label disagrees with strict human label.
er_misclassification,ChIJ061XRvHDhkcRCpsLGCtSGNE:17555609,tripadvisor,ChIJ061XRvHDhkcRCpsLGCtSGNE,17555609,NON_MATCH,MATCH,0.6362638303930485,Predicted label disagrees with strict human label.
er_misclassification,ChIJERe0IKvGhkcRc5k6oBG9FR0:2048527,tripadvisor,ChIJERe0IKvGhkcRc5k6oBG9FR0,2048527,NON_MATCH,UNCERTAIN,0.5034442832328443,Predicted label disagrees with strict human label.
er_misclassification,ChIJu1v9743FhkcRmpE1U3PMqS4:3546575,tripadvisor,ChIJu1v9743FhkcRmpE1U3PMqS4,3546575,NON_MATCH,UNCERTAIN,0.5873843348397221,Predicted label disagrees with strict human label.
er_misclassification,ChIJPZSgFADFhkcRAlmMFfZocz8:23644001,tripadvisor,ChIJPZSgFADFhkcRAlmMFfZocz8,23644001,NON_MATCH,UNCERTAIN,0.5611071072087899,Predicted label disagrees with strict human label.
er_misclassification,ChIJQYJjjvrDhkcROVMM4Urwyvc:27194231,tripadvisor,ChIJQYJjjvrDhkcROVMM4Urwyvc,27194231,NON_MATCH,UNCERTAIN,0.5905319481666096,Predicted label disagrees with strict human label.
er_misclassification,ChIJ280oQsLAhkcRvUKT3jvPwZc:27268542,tripadvisor,ChIJ280oQsLAhkcRvUKT3jvPwZc,27268542,NON_MATCH,UNCERTAIN,0.5812369938967773,Predicted label disagrees with strict human label.
er_misclassification,ChIJz1lWM-bDhkcROxl-56vNlmc:12516783,tripadvisor,ChIJz1lWM-bDhkcROxl-56vNlmc,12516783,NON_MATCH,UNCERTAIN,0.5969538109301769,Predicted label disagrees with strict human label.
er_misclassification,ChIJGSr10a3BhkcRbXkTJsxHCac:15694721,tripadvisor,ChIJGSr10a3BhkcRbXkTJsxHCac,15694721,MATCH,UNCERTAIN,0.6069432140139601,Predicted label disagrees with strict human label.
er_misclassification,ChIJvS_wXNXAhkcREvpKbcEYwpA:17456379,tripadvisor,ChIJvS_wXNXAhkcREvpKbcEYwpA,17456379,NON_MATCH,UNCERTAIN,0.5978529829908363,Predicted label disagrees with strict human label.
er_misclassification,ChIJ_4BVK_TBhkcRnoKNdr2maQo:27457878,tripadvisor,ChIJ_4BVK_TBhkcRnoKNdr2maQo,27457878,NON_MATCH,UNCERTAIN,0.494464896037883,Predicted label disagrees with strict human label.
er_misclassification,ChIJAZmemzXFhkcR_ipt7M4_vOY:3688997,tripadvisor,ChIJAZmemzXFhkcR_ipt7M4_vOY,3688997,NON_MATCH,UNCERTAIN,0.5974574500164646,Predicted label disagrees with strict human label.
er_misclassification,ChIJ80OrYXvHhkcRXQAkDGJSfpA:15351116,tripadvisor,ChIJ80OrYXvHhkcRXQAkDGJSfpA,15351116,MATCH,UNCERTAIN,0.5,Predicted label disagrees with strict human label.
er_misclassification,ChIJy93r5x7BhkcRyrhZ6cs6hzs:10151938,tripadvisor,ChIJy93r5x7BhkcRyrhZ6cs6hzs,10151938,NON_MATCH,UNCERTAIN,0.6220441897972042,Predicted label disagrees with strict human label.
er_misclassification,ChIJ37iwQgDHhkcRm5yXrFbiyaQ:27142654,tripadvisor,ChIJ37iwQgDHhkcRm5yXrFbiyaQ,27142654,NON_MATCH,UNCERTAIN,0.5875993794979201,Predicted label disagrees with strict human label.
er_misclassification,ChIJ5WtgYFXBhkcR9C5W9X4lX4Q:798900,tripadvisor,ChIJ5WtgYFXBhkcR9C5W9X4lX4Q,798900,NON_MATCH,UNCERTAIN,0.5809521265604649,Predicted label disagrees with strict human label.
er_misclassification,ChIJ___PEfnDhkcR9XcHlgJhpv8:11876584,tripadvisor,ChIJ___PEfnDhkcR9XcHlgJhpv8,11876584,NON_MATCH,UNCERTAIN,0.5895962033797602,Predicted label disagrees with strict human label.
er_misclassification,ChIJ_____9PBhkcR_hvgTOlqV28:8339621,tripadvisor,ChIJ_____9PBhkcR_hvgTOlqV28,8339621,MATCH,UNCERTAIN,0.5,Predicted label disagrees with strict human label.
er_misclassification,ChIJo9i0JkfBhkcR9-GfYAjH-fE:2045578,tripadvisor,ChIJo9i0JkfBhkcR9-GfYAjH-fE,2045578,NON_MATCH,UNCERTAIN,0.576840310563334,Predicted label disagrees with strict human label.
er_misclassification,ChIJveNf5KzGhkcR5evtDliEbRI:27267982,tripadvisor,ChIJveNf5KzGhkcR5evtDliEbRI,27267982,MATCH,UNCERTAIN,0.4925915346690955,Predicted label disagrees with strict human label.
er_misclassification,ChIJUdBipzTEhkcRtuC_TvV13uU:12713496,tripadvisor,ChIJUdBipzTEhkcRtuC_TvV13uU,12713496,NON_MATCH,UNCERTAIN,0.606345278180099,Predicted label disagrees with strict human label.
er_misclassification,ChIJ3TF7V2XDhkcR8mULegTUy80:33022786,tripadvisor,ChIJ3TF7V2XDhkcR8mULegTUy80,33022786,NON_MATCH,UNCERTAIN,0.6039960260831279,Predicted label disagrees with strict human label.
er_misclassification,ChIJ92nBJADHhkcRk-8Cqyd3x9A:14023724,tripadvisor,ChIJ92nBJADHhkcRk-8Cqyd3x9A,14023724,NON_MATCH,UNCERTAIN,0.5874177385114923,Predicted label disagrees with strict human label.
